key,dataset,model,attack_id,attribute,unprivileged_group,privileged_group,target_items,selected_items,filler_items,budget,fake_users
rk_d92f790be2325d1b027c,ml-100k,mf-absolute-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.1,67
rk_b54553c0dafdc3a03069,ml-100k,mf-absolute-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.25,168
rk_7dc603ec3b39a201100d,ml-100k,mf-absolute-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.5,335
rk_05c9236986216658e6e0,ml-100k,mf-absolute-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.75,502
rk_5ec7dc5baad9e70651a0,ml-100k,mf-absolute-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,1.0,670
rk_ad7d620285f36d681379,ml-100k,mf-under-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.1,67
rk_c09cc193f95e88aae852,ml-100k,mf-under-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.25,168
rk_92ef390a1a7bd6578431,ml-100k,mf-under-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.5,335
rk_8c106d0d94dfeb6400cc,ml-100k,mf-under-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.75,502
rk_a1e7bbed6b48f87497b9,ml-100k,mf-under-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,1.0,670
rk_4c94e8990a46ea7e4028,ml-100k,mf-over-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.1,67
rk_cdc0e244556bbb16c5de,ml-100k,mf-over-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.25,168
rk_c7b537b0ef75d32e0a6f,ml-100k,mf-over-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.5,335
rk_ec83c1a93ece83361351,ml-100k,mf-over-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,0.75,502
rk_c0f689194280f6125c9e,ml-100k,mf-over-gender,cfair_favorite_push_least_favorite,gender,m,f,10,79,,1.0,670
rk_9d10cb505b41b9e84dfb,ml-100k,ease-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_0211a274161c6113a9f8,ml-100k,ease-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_df87dd815e15c5068338,ml-100k,ease-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_8f03336b8bb744592b02,ml-100k,ease-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_db9bc0f0793db2e8d753,ml-100k,ease-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_66180ee09fe64cd9ff51,ml-100k,ease-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_54acb9338639de1d49d3,ml-100k,ease-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_bd8cc5d4f563ad002cb0,ml-100k,ease-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_a54bcc14a5003fdade2c,ml-100k,ease-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_9256758a3732d506eb49,ml-100k,ease-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_a8004ec291b22e74f6d1,ml-100k,slim-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_50081ff1069aaa8b37ef,ml-100k,slim-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_a3649583ceb12af90f2c,ml-100k,slim-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_4aeada14f947707b5c42,ml-100k,slim-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_bc2f65ca246df10c9bce,ml-100k,slim-i,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_f28b9ca8318726e910ea,ml-100k,slim-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_a71b3ace5d6fb4edba7e,ml-100k,slim-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_ff3c5adc119258e8f50b,ml-100k,slim-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_edab5cb179c7f19deaff,ml-100k,slim-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_2b41fc3d1d55f674d976,ml-100k,slim-u,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_5fc57ffe6542d0df06ed,ml-100k,svd,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_f34dc1f632cf655f84bf,ml-100k,svd,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_b50f66c4417d9dc7b387,ml-100k,svd,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_3d492f500804838d6776,ml-100k,svd,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_2016582c0d284496c7d1,ml-100k,svd,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_87d11a3158e13c276734,ml-100k,mf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_933225aceab61ab9a622,ml-100k,mf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_9e8a83454d5db06c0fc6,ml-100k,mf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_64c5279a369210ac4338,ml-100k,mf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_39beec14a3a5e796e341,ml-100k,mf,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_b0d666e4d95d51a1f439,ml-100k,nmf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_ce1499a3df58d734f8b2,ml-100k,nmf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_42db82ace603a5020ca3,ml-100k,nmf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_9f3019310de1f374e777,ml-100k,nmf,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_6c6d7d7608fbe5fd69ed,ml-100k,nmf,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_d6fc2c6976eb5cdea774,ml-100k,neumf,cfair_favorite_push_least_favorite,age,y,o,10,69,,0.1,67
rk_ab7204d103fb65e9007b,ml-100k,neumf,cfair_favorite_push_least_favorite,age,y,o,10,69,,0.25,168
rk_8a5c95db0defb139ac5a,ml-100k,neumf,cfair_favorite_push_least_favorite,age,y,o,10,69,,0.5,336
rk_fce7d61da7b4c6aa36b9,ml-100k,neumf,cfair_favorite_push_least_favorite,age,y,o,10,69,,0.75,503
rk_b4e072bb20523b0c3a9c,ml-100k,neumf,cfair_favorite_push_least_favorite,age,y,o,10,69,,1.0,671
rk_c886b41351abf3ff0c28,ml-100k,bnslim-u-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_64b22ceda02249639d4d,ml-100k,bnslim-u-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_bb8b861ebca91eacae15,ml-100k,bnslim-u-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_a435d583f6ed8efabf1e,ml-100k,bnslim-u-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_3d4c7707e66a5087c778,ml-100k,bnslim-u-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_1082a739eabef13c7c52,ml-100k,mf-value-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_1873cf28e3e8e60a922e,ml-100k,mf-value-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_6c97023301ddab5a3d6b,ml-100k,mf-value-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_37f7f57ac7dcda8b3de9,ml-100k,mf-value-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_f01b3404f393bf94a8e2,ml-100k,mf-value-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_e6cb142295df32221e12,ml-100k,mf-absolute-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_8e59b9a5b74042252154,ml-100k,mf-absolute-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_b5dd31b9e63d4a5b98b0,ml-100k,mf-absolute-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_3ff6c62926f9bec043c7,ml-100k,mf-absolute-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_0e21ab0b08cd517425ef,ml-100k,mf-absolute-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_aeeb20c6550503222ceb,ml-100k,mf-under-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_66bf0d2412d96e7553cb,ml-100k,mf-under-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_f7a2169fa72bfc3561d1,ml-100k,mf-under-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_8df35118e2f3430b1311,ml-100k,mf-under-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_94a80fda535a49a3a9ea,ml-100k,mf-under-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
rk_cddf0b5b7e12d8729d90,ml-100k,mf-over-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.1,67
rk_d95ef800e9ef06dd70d2,ml-100k,mf-over-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.25,168
rk_7087a7f0d94706dc5c21,ml-100k,mf-over-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.5,336
rk_0bcec0aef609f82aeb3a,ml-100k,mf-over-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,0.75,503
rk_ba3609fc99558c9ce944,ml-100k,mf-over-age,cfair_favorite_push_least_favorite,age,y,o,10,80,,1.0,671
