run_key,dataset,model,attack_id,attribute,target_items,selected_items,filler_items,budget,fake_users,unprivileged_group,privileged_group,precision,recall,ndcg,precision_m,recall_m,ndcg_m,precision_f,recall_f,ndcg_f,precision_y,recall_y,ndcg_y,precision_o,recall_o,ndcg_o,precision_gender_ratio,recall_gender_ratio,ndcg_gender_ratio,precision_age_ratio,recall_age_ratio,ndcg_age_ratio,mannwhitney_u,p_value
rk_8384487c9ce0c7a3a7ce,ml-100k,ease-i,cfair_favorite_push_random,age,10,102,,0.5,336,y,o,0.1360927152317881,0.2107970671712393,0.1914010261751776,,,,,,,,,,,,,,,,,,,,
rk_152c378c48bb039929bb,ml-100k,ease-i,cfair_favorite_push_random,age,10,102,,0.75,503,y,o,0.1364238410596026,0.2111295069904341,0.1917068146368707,,,,,,,,,,,,,,,,,,,,
rk_af2adac2906b4ef833c6,ml-100k,ease-i,cfair_favorite_push_random,age,10,102,,1.0,671,y,o,0.1368653421633554,0.2124369284137496,0.1921669824737181,,,,,,,,,,,,,,,,,,,,
rk_cce965ee3fd86a5d0493,ml-100k,ease-i,cfair_favorite_push_random,age,10,102,,2.0,1342,y,o,0.1369757174392936,0.2112578401485686,0.1919088715732166,,,,,,,,,,,,,,,,,,,,
rk_053b0d3ab5206db8e01c,ml-100k,ease-i,cfair_favorite_push_random,age,10,102,,3.0,2013,y,o,0.1370860927152318,0.2110756333438452,0.191372630379761,,,,,,,,,,,,,,,,,,,,
rk_02351f5df9330570c2bc,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,0.1,67,y,o,0.1289183222958057,0.2051109884719156,0.1858478187174573,,,,,,,,,,,,,,,,,,,,
rk_d5a0e5b0df21519f1968,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,0.25,168,y,o,0.1307947019867549,0.2084082308420057,0.1875131902528731,,,,,,,,,,,,,,,,,,,,
rk_0fa873d1056cada95b2c,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,0.5,336,y,o,0.1303532008830022,0.2073714916430148,0.1865341525072441,,,,,,,,,,,,,,,,,,,,
rk_0e67f12b6a070fe62ca5,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,0.75,503,y,o,0.1299116997792494,0.2063978240302743,0.1857628121580185,,,,,,,,,,,,,,,,,,,,
rk_e0e3d32d4dee0d53daac,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,1.0,671,y,o,0.1307947019867549,0.2064333017975402,0.1869654810227045,,,,,,,,,,,,,,,,,,,,
rk_b7d48b5efa443ef95af0,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,2.0,1342,y,o,0.1299116997792494,0.2045402782157749,0.1874645973562108,,,,,,,,,,,,,,,,,,,,
rk_4c68a61754eae4b75c37,ml-100k,ease-u,cfair_favorite_push_random,age,10,102,,3.0,2013,y,o,0.132560706401766,0.208464732471355,0.1900373864458795,,,,,,,,,,,,,,,,,,,,
rk_e24e8fd92a799b3c2280,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,0.1,67,y,o,0.1369757174392936,0.2126589929570062,0.1929393953901883,,,,,,,,,,,,,,,,,,,,
rk_727f3cca7b95bd11c999,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,0.25,168,y,o,0.1363134657836644,0.2130733382389011,0.1922715402705262,,,,,,,,,,,,,,,,,,,,
rk_11300b8fc5a0b876b270,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,0.5,336,y,o,0.1352097130242825,0.2118635901748484,0.191509284997498,,,,,,,,,,,,,,,,,,,,
rk_a106258825e7e80f6e09,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,0.75,503,y,o,0.1356512141280353,0.2119476856231823,0.1918167078622875,,,,,,,,,,,,,,,,,,,,
rk_97cc66e8944ed41db182,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,1.0,671,y,o,0.1350993377483444,0.2106218683205438,0.1911283970596382,,,,,,,,,,,,,,,,,,,,
rk_1377c0199b9b3d3f21d3,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,2.0,1342,y,o,0.1353200883002207,0.2097756578716843,0.1909416624622469,,,,,,,,,,,,,,,,,,,,
rk_7e96936ec2cff61c0f8c,ml-100k,slim-i,cfair_favorite_push_random,age,10,102,,3.0,2013,y,o,0.1345474613686534,0.2083775710431339,0.1903827745436702,,,,,,,,,,,,,,,,,,,,
rk_d0edac4a4c49ecfdcba2,ml-100k,slim-u,cfair_favorite_push_random,age,10,102,,0.1,67,y,o,0.134878587196468,0.204171046637934,0.1883854438392371,,,,,,,,,,,,,,,,,,,,
rk_45ecce6106a200cfd2e1,ml-100k,slim-u,cfair_favorite_push_random,age,10,102,,0.25,168,y,o,0.1342163355408388,0.2054083885209713,0.1886904097919362,,,,,,,,,,,,,,,,,,,,
rk_244da488ca66ee73accc,ml-100k,slim-u,cfair_favorite_push_random,age,10,102,,0.5,336,y,o,0.1334437086092715,0.2046602894285013,0.1882057187162142,,,,,,,,,,,,,,,,,,,,
rk_b898f1affe1b33b97d1d,ml-100k,slim-u,cfair_favorite_push_random,age,10,102,,0.75,503,y,o,0.1336644591611479,0.2049914152563159,0.1882015238751536,,,,,,,,,,,,,,,,,,,,
