key,dataset,model,attack_id,attribute,unprivileged_group,privileged_group,target_items,selected_items,filler_items,budget,fake_users
rk_35759d1b4af4056589b0,ml-100k,nmf,cfair_influencer_nuke_favorite,age,y,o,10,,,0.25,168
rk_2a6e5eef03408cc274fc,ml-100k,nmf,cfair_influencer_nuke_favorite,age,y,o,10,,,0.5,336
rk_ee267be75d9a9758cf88,ml-100k,nmf,cfair_influencer_nuke_favorite,age,y,o,10,,,0.75,503
rk_95177c0bc62b91460ebd,ml-100k,nmf,cfair_influencer_nuke_favorite,age,y,o,10,,,1.0,671
rk_574b8aa1bbbda6ac01b7,ml-100k,bnslim-u-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.1,67
rk_09e4ed76b1bdbc84f173,ml-100k,bnslim-u-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.25,168
rk_f703d315b70ae68c9efc,ml-100k,bnslim-u-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.5,336
rk_c8c7a2cf318a5cbed688,ml-100k,bnslim-u-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.75,503
rk_c444274a7c8f33afa221,ml-100k,bnslim-u-age,cfair_influencer_nuke_favorite,age,y,o,10,,,1.0,671
rk_64c6dc751b1be6916f87,ml-100k,mf-value-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.1,67
rk_5754cb47103b399fc54c,ml-100k,mf-value-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.25,168
rk_59bfc7005ad4cc6f29c5,ml-100k,mf-value-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.5,336
rk_830899219e74af4925f6,ml-100k,mf-value-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.75,503
rk_e32604bb53f662123254,ml-100k,mf-value-age,cfair_influencer_nuke_favorite,age,y,o,10,,,1.0,671
rk_99af658d0b7b29350921,ml-100k,mf-absolute-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.1,67
rk_5cccf78a78be0660092c,ml-100k,mf-absolute-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.25,168
rk_e2e4fbd9d89b972454a3,ml-100k,mf-absolute-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.5,336
rk_94af4b699227153d8596,ml-100k,mf-absolute-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.75,503
rk_c2cae1e9acb5b3b0fe07,ml-100k,mf-absolute-age,cfair_influencer_nuke_favorite,age,y,o,10,,,1.0,671
rk_227937b00aaa3708c8d0,ml-100k,mf-under-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.1,67
rk_6401ad014f1c295126d2,ml-100k,mf-under-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.25,168
rk_d9bd66c90fe61d895950,ml-100k,mf-under-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.5,336
rk_3ca20f2bbdd94c4281de,ml-100k,mf-under-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.75,503
rk_7ca738e3a759af6fedc1,ml-100k,mf-under-age,cfair_influencer_nuke_favorite,age,y,o,10,,,1.0,671
rk_a040bf2739cb81159943,ml-100k,mf-over-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.1,67
rk_e080a5f51b5995d97599,ml-100k,mf-over-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.25,168
rk_9130892fd34db7d85623,ml-100k,mf-over-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.5,336
rk_3aabb3b4308c0855e000,ml-100k,mf-over-age,cfair_influencer_nuke_favorite,age,y,o,10,,,0.75,503
rk_046aacb138cb2ad1b757,ml-100k,mf-over-age,cfair_influencer_nuke_favorite,age,y,o,10,,,1.0,671
